,maxx,i,j,q,orders_long,orders_short,alpha
584,49.975828699989336,5,32,16,9,2,274.8670578499414
614,39.60792114152311,5,36,12,9,3,237.64752684913864
567,46.431424312209764,5,30,18,7,3,232.15712156104883
602,34.78264992839429,5,34,15,9,4,226.0872245345629
601,34.39147307423775,5,34,14,9,4,223.54457498254538
734,31.18273749616974,6,32,15,9,3,187.09642497701844
735,31.01732388440366,6,32,16,9,3,186.10394330642197
717,32.68997441935646,6,30,17,6,4,163.44987209678231
718,32.44185401545744,6,30,18,6,4,162.2092700772872
582,27.115946868166084,5,32,14,9,2,149.13770777491345
421,20.82539933418825,4,30,19,10,4,145.77779533931775
626,22.12388661845904,5,38,10,9,4,143.80526301998376
1383,28.855573207500584,10,38,9,6,3,129.85007943375263
612,21.547325433173143,5,36,10,9,3,129.28395259903886
397,23.415071850813323,4,28,14,8,3,128.7828951794733
1022,28.564144351886405,8,32,3,7,2,128.53864958348882
380,19.681388243754466,4,26,16,9,4,127.92902358440402
1025,28.4172902649289,8,32,6,7,2,127.87780619218006
1031,28.202551779197403,8,32,12,7,2,126.91148300638831
363,19.512699176783144,4,24,18,8,5,126.83254464909044
565,25.036137203995285,5,30,16,7,3,125.18068601997642
1235,24.403212129002082,9,38,10,6,4,122.01606064501041
1033,26.264682332987356,8,32,14,7,2,118.1910704984431
402,21.18795770980235,4,28,19,8,3,116.53376740391293
1218,25.85196971987209,9,36,12,6,3,116.33386373942442
599,17.689807209247352,5,34,12,9,4,114.98374686010779
390,20.821861372185495,4,28,7,8,3,114.52023754702023
373,17.51241085649702,4,26,9,9,4,113.83067056723063
391,20.693364043808803,4,28,8,8,3,113.81350224094841
548,22.61782550548721,5,28,18,6,4,113.08912752743606
374,17.398191007468643,4,26,10,9,4,113.08824154854618
400,20.4904551944187,4,28,17,8,3,112.69750356930285
401,20.4090772566764,4,28,18,8,3,112.2499249117202
356,17.256527813685494,4,24,11,8,5,112.16743078895571
398,20.340455860526134,4,28,15,8,3,111.87250723289374
700,24.780028489516816,6,28,19,6,3,111.51012820282567
357,17.128030485308805,4,24,12,8,5,111.33219815450724
1373,31.797187619400237,10,36,11,4,3,111.29015666790083
1650,27.817404104541854,12,38,10,5,3,111.26961641816742
383,17.08172895760958,4,26,19,9,4,111.03123822446227
553,22.13666212823873,5,30,4,7,3,110.68331064119364
1032,24.57810264160462,8,32,13,7,2,110.6014618872208
394,20.072884347840585,4,28,11,8,3,110.40086391312322
1510,31.49593190845946,11,36,11,4,3,110.23576167960812
381,16.948396214524518,4,26,17,9,4,110.16457539440937
396,19.96046818445862,4,28,13,8,3,109.78257501452241
1201,36.28229590938914,9,34,14,3,3,108.84688772816742
377,16.71055486662003,4,26,13,9,4,108.6186066330302
1521,27.031354788452333,11,38,9,6,2,108.12541915380933
379,16.610629386673885,4,26,15,9,4,107.96909101338025
554,21.427542488334893,5,30,5,7,3,107.13771244167447
557,21.335582943622118,5,30,8,7,3,106.67791471811059
555,21.28068840137739,5,30,6,7,3,106.40344200688695
558,21.110000684085183,5,30,9,7,3,105.55000342042591
561,21.062961238652093,5,30,12,7,3,105.31480619326047
360,16.17051167381041,4,24,15,8,5,105.10832587976766
562,20.934485625646897,5,30,13,7,3,104.67242812823449
362,16.058095510428437,4,24,17,8,5,104.37762081778484
768,19.732266409022696,6,36,11,7,3,98.66133204511348
519,17.81168633857223,5,26,8,6,5,97.96427486214726
866,17.68862522438542,7,32,2,7,4,97.2874387341198
751,19.300387434902515,6,34,13,7,3,96.50193717451258
1361,32.143200728528306,10,34,13,4,2,96.42960218558491
536,19.077761553539325,5,28,6,6,4,95.38880776769662
878,17.295883085307146,7,32,14,7,4,95.12735696918931
716,18.978136808354712,6,30,16,6,4,94.89068404177357
867,17.064496732981247,7,32,3,7,4,93.85473203139686
868,17.01745728754816,7,32,4,7,4,93.59601508151489
520,16.99137125330306,5,26,9,6,5,93.45254189316684
523,16.884085120352886,5,26,12,6,5,92.86246816194087
869,16.870603200590654,7,32,5,7,4,92.7883176032486
704,18.557555425591843,6,30,4,6,4,92.78777712795922
521,16.82004148925508,5,26,10,6,5,92.51022819090294
736,15.379631700934466,6,32,17,9,3,92.27779020560679
706,18.450269292641668,6,30,6,6,4,92.25134646320834
579,16.671489089981286,5,32,11,9,2,91.69318999489707
524,16.620905823810343,5,26,13,6,5,91.41498203095689
537,18.257446468270157,5,28,7,6,4,91.28723234135079
527,16.566490229430958,5,26,16,6,5,91.11569626187027
707,18.18708999609912,6,30,7,6,4,90.9354499804956
540,18.15016033531998,5,28,10,6,4,90.7508016765999
709,18.132210644397244,6,30,9,6,4,90.66105322198622
538,18.086116704222174,5,28,8,6,4,90.43058352111088
541,17.886981038777435,5,28,11,6,4,89.43490519388718
544,17.832565444398053,5,28,14,6,4,89.16282722199027
570,16.102146295642154,5,32,2,9,2,88.56180462603184
571,15.550608780473707,5,32,3,9,2,85.52834829260539
769,17.061954544344545,6,36,12,7,3,85.30977272172272
574,15.479084687876608,5,32,6,9,2,85.13496578332135
572,15.436388931445332,5,32,4,9,2,84.90013912294933
576,15.34940727137829,5,32,8,9,2,84.4217399925806
578,15.312821034882868,5,32,10,9,2,84.22051569185577
575,15.303631813791837,5,32,7,9,2,84.1699749758551
1520,20.768619487195167,11,38,8,6,2,83.07447794878067
387,14.960714201976078,4,28,4,8,3,82.28392811086843
1021,18.203764788832935,8,32,2,7,2,81.9169415497482
1647,20.302121992917897,12,38,7,5,3,81.20848797167159
214,11.483214895437834,3,24,17,9,5,80.38250426806484
370,12.30250218857593,4,26,6,9,4,79.96626422574354
212,11.419589073495857,3,24,15,9,5,79.937123514471
733,13.2911361770129,6,32,14,9,3,79.7468170620774
879,14.45239964672838,7,32,15,7,4,79.48819805700609
384,14.404431448974508,4,28,1,8,3,79.22437296935979
213,11.305369224467478,3,24,16,9,5,79.13758457127234
467,10.530460263445732,4,38,7,10,5,78.978451975843
729,13.107165361408635,6,32,10,9,3,78.64299216845181
1774,22.40045255874992,13,38,7,4,3,78.40158395562472
210,11.19325118359353,3,24,13,9,5,78.3527582851547
468,10.377956464530895,4,38,8,10,5,77.83467348398172
1509,22.1018297374632,11,36,10,4,3,77.3564040811212
552,15.438208338744905,5,30,3,7,3,77.19104169372453
419,11.012917044572418,4,30,17,10,4,77.09041931200693
469,10.271237431431025,4,38,9,10,5,77.0342807357327
785,12.772204321880846,6,38,9,9,3,76.63322593128507
208,10.888050920745107,3,24,11,9,5,76.21635644521575
550,15.18462043567255,5,30,1,7,3,75.92310217836274
367,11.645832217571336,4,26,3,9,4,75.69790941421368
451,10.048958960050266,4,34,11,10,5,75.36719220037699
752,14.938070832666323,6,34,14,7,3,74.69035416333162
452,9.900042656796524,4,34,12,10,5,74.25031992597393
353,11.395380643476077,4,24,8,8,5,74.0699741825945
1641,18.429385427853926,12,38,1,5,3,73.7175417114157
417,10.480953323408173,4,30,15,10,4,73.36667326385721
434,11.270542006520534,4,32,13,9,4,73.25852304238347
418,10.41585097159083,4,30,16,10,4,72.91095680113581
459,10.382347269078132,4,36,9,10,4,72.67643088354691
861,18.140973203426665,7,30,16,6,2,72.56389281370666
721,12.057826998135814,6,32,2,9,3,72.34696198881488
435,11.093438626788355,4,32,14,9,4,72.10735107412431
723,11.986302905538714,6,32,4,9,3,71.91781743323229
849,17.977582392002326,7,30,4,6,2,71.9103295680093
460,10.212477483190597,4,36,10,10,4,71.48734238233418
1066,15.833329878317148,8,36,13,5,4,71.24998445242717
850,17.778446726557586,7,30,5,6,2,71.11378690623035
851,17.723567374855705,7,30,6,6,2,70.89426949942282
148,5.66818061083645,2,36,9,14,11,70.85225763545563
178,8.838048575132834,3,20,19,10,6,70.70438860106267
436,10.845696951978475,4,32,15,9,4,70.49703018786009
852,17.552237610807726,7,30,7,6,2,70.2089504432309
197,9.357846912564005,3,22,19,10,5,70.18385184423003
350,10.788948345808382,4,24,5,8,5,70.12816424775448
453,9.339605838293325,4,34,13,10,5,70.04704378719994
727,11.648571826364073,6,32,8,9,3,69.89143095818443
724,11.639382605273044,6,32,5,9,3,69.83629563163827
195,9.300583672181551,3,22,17,10,5,69.75437754136163
699,15.499553535245363,6,28,18,6,3,69.74799090860414
137,5.57277057158081,2,34,11,14,11,69.65963214476012
726,11.602796368777621,6,32,7,9,3,69.61677821266574
407,9.918447116079923,4,30,5,10,4,69.42912981255947
191,9.24378255205717,3,22,13,10,5,69.32836914042878
461,9.88886097800951,4,36,11,10,4,69.22202684606657
196,9.197785806916665,3,22,18,10,5,68.98339355187498
408,9.815649250815035,4,30,6,10,4,68.70954475570525
124,5.72506546137956,2,32,13,14,10,68.70078553655472
193,9.031121323387687,3,22,15,10,5,67.73340992540766
16,6.744069936421101,2,20,17,13,7,67.44069936421101
687,14.886079041784269,6,28,6,6,3,66.98735568802921
2139,19.114537712456663,16,32,12,4,3,66.90088199359832
176,8.319723601526244,3,20,17,10,6,66.55778881220995
689,14.778792908834095,6,28,8,6,3,66.50456808975343
109,5.304721470526612,2,30,15,14,11,66.30901838158265
1363,18.912537723904258,10,36,1,4,3,66.1938820336649
1859,16.502787828425134,14,30,15,5,3,66.01115131370054
1777,18.855172359854045,13,38,10,4,3,65.99310325948916
690,14.515613612291553,6,28,9,6,3,65.32026125531199
92,5.213856463054746,2,28,17,16,9,65.17320578818433
1501,18.61128201296348,11,36,2,4,3,65.13948704537218
692,14.461198017912166,6,28,11,6,3,65.07539108060475
204,9.273757034284817,3,24,7,9,5,64.91629923999372
609,10.718151577765529,5,36,7,9,3,64.30890946659318
424,9.873410308339242,4,32,3,9,4,64.17716700420507
18,6.4133488533405085,2,20,19,13,7,64.13348853340509
1384,14.230909954396948,10,38,10,6,3,64.03909479478627
203,9.07652199231606,3,24,6,9,5,63.53565394621242
425,9.75178224276016,4,32,4,9,4,63.38658457794104
1367,17.715148684427458,10,36,5,4,3,62.0030203954961
1199,20.639762063814192,9,34,12,3,3,61.91928619144258
1642,15.47268764798454,12,38,2,5,3,61.89075059193816
1503,17.670887598195844,11,36,4,4,3,61.84810659368545
174,7.715455119049869,3,20,15,10,6,61.72364095239895
865,11.212395480819682,7,32,1,7,4,61.66817514450825
1189,20.445536278037313,9,34,2,3,3,61.33660883411194
441,8.17543099983539,4,34,1,10,5,61.31573249876543
1644,15.3249870286763,12,38,4,5,3,61.2999481147052
215,8.750222866207888,3,24,18,9,5,61.251560063455216
216,8.736055102008512,3,24,19,9,5,61.152385714059584
234,8.702800021745007,3,26,18,9,5,60.919600152215054
1190,20.20340711720219,9,34,3,3,3,60.61022135160657
1645,15.119391318654824,12,38,5,5,3,60.477565274619295
1349,20.128786448803936,10,34,1,4,2,60.38635934641181
569,10.892237627721062,5,32,1,9,2,59.907306952465845
438,9.195793608869721,4,32,17,9,4,59.772658457653186
442,7.955669407052151,4,34,2,10,5,59.66752055289113
205,8.518418839228001,3,24,8,9,5,59.628931874596006
1193,19.860747646073712,9,34,6,3,3,59.582242938221135
604,9.915751641258327,5,36,2,9,3,59.49450984754996
862,14.85545939877722,7,30,17,6,2,59.42183759510888
1200,19.748901593258342,9,34,13,3,3,59.24670477977503
603,9.87305588482705,5,36,1,9,3,59.2383353089623
187,7.866451850111365,3,22,9,10,5,58.99838887583524
1374,16.855689787865785,10,36,12,4,3,58.99491425753025
1351,19.58621396947784,10,34,3,4,2,58.75864190843352
786,9.748064569746928,6,38,10,9,3,58.488387418481565
624,8.987917922576857,5,38,8,9,4,58.421466496749574
784,9.65893215786751,6,38,8,9,3,57.95359294720505
186,7.688940310372053,3,22,8,10,5,57.6670523277904
1909,23.000275960576865,14,38,7,3,2,57.50068990144216
1039,14.225859261202684,8,34,1,4,4,56.90343704481074
2008,18.912836868859372,15,32,12,4,2,56.73851060657812
1752,16.203364569742664,13,34,11,5,2,56.71177599409933
1195,18.888647632493104,9,34,8,3,3,56.66594289747931
703,11.297806784102985,6,30,3,6,4,56.48903392051493
1368,16.109298193614972,10,36,6,4,3,56.3825436776524
1769,16.106665303960913,13,38,2,4,3,56.3733285638632
535,11.262898984733983,5,28,5,6,4,56.31449492366991
606,9.37247763774398,5,36,4,9,3,56.23486582646388
1504,16.065037107383358,11,36,5,4,3,56.22762987584175
1041,14.04426237548101,8,34,3,4,4,56.17704950192404
702,11.234936899262843,6,30,2,6,4,56.174684496314214
608,9.35948352266711,5,36,6,9,3,56.15690113600266
1450,12.471004824009608,11,28,18,6,3,56.11952170804324
605,9.326702180157529,5,36,3,9,3,55.960213080945174
1369,15.92467242868794,10,36,7,4,3,55.73635350040779
1771,15.92203953903388,13,38,4,4,3,55.727138386618584
780,9.266226311570843,6,38,4,9,3,55.59735786942506
9,5.548630943250971,2,20,10,13,7,55.48630943250971
254,6.925118103726777,3,28,19,11,5,55.400944829814215
253,6.9127575751847425,3,28,18,11,5,55.30206060147794
1505,15.787778679206593,11,36,6,4,3,55.25722537722307
251,6.8997134596122525,3,28,16,11,5,55.19770767689802
1042,13.787267750771848,8,34,4,4,4,55.14907100308739
10,5.5081493725626585,2,20,11,13,7,55.081493725626586
1513,13.750839072279842,11,38,1,6,2,55.00335628911937
518,9.996823769766888,5,26,7,6,5,54.98253073371788
533,10.967046438176109,5,28,3,6,4,54.83523219088055
1637,21.914541377312418,12,36,9,3,2,54.786353443281044
1506,15.623416717747162,11,36,7,4,3,54.68195851211507
767,10.859362213324466,6,36,10,7,3,54.29681106662233
199,7.703861563554157,3,24,2,9,5,53.9270309448791
1196,17.917571971262202,9,34,9,3,3,53.7527159137866
912,13.436849941762185,7,36,10,5,3,53.74739976704874
13,5.374492515931677,2,20,14,13,7,53.74492515931677
1355,17.876237132908113,10,34,7,4,2,53.628711398724334
271,6.69590109284246,3,30,17,12,4,53.56720874273968
270,6.6896813883817,3,30,16,12,4,53.5174511070536
268,6.685697099339795,3,30,14,12,4,53.48557679471836
516,9.700971223209015,5,26,5,6,5,53.35534172764958
188,7.111113655054549,3,22,10,10,5,53.333352412909115
1048,13.265425191187424,8,34,10,4,4,53.061700764749695
1197,17.671404305155637,9,34,10,3,3,53.01421291546691
1076,11.756783399473692,8,38,4,6,3,52.90552529763161
1047,13.163652071782582,8,34,9,4,4,52.65460828713033
750,10.512604941648055,6,34,12,7,3,52.56302470824028
1020,11.672640503022471,8,32,1,7,2,52.526882263601124
2144,14.976159400471767,16,32,17,4,3,52.41655790165118
925,11.590227413997066,7,38,4,6,3,52.1560233629868
502,9.40629331819212,5,24,10,7,4,51.734613250056654
3239,14.727410655256476,25,36,3,2,5,51.545937293397664
763,10.282986246409997,6,36,6,7,3,51.41493123204999
1625,16.97531191058721,12,34,11,4,2,50.925935731761626
3240,14.548923920940254,25,36,4,2,5,50.92123372329089
929,11.260729209824838,7,38,8,6,3,50.67328144421177
259,6.32692395382518,3,30,5,12,4,50.61539163060144
908,12.648227548831562,7,36,6,5,3,50.59291019532625
2266,16.81694260345977,17,32,12,3,3,50.45082781037931
1514,12.579897840280788,11,38,2,6,2,50.31959136112315
125,4.192808704975864,2,32,14,14,10,50.313704459710365
463,7.1609393155773775,4,36,13,10,4,50.12657520904164
927,11.137072502405934,7,38,6,6,3,50.1168262608267
1861,12.474673722168674,14,30,17,5,3,49.8986948886747
157,3.97927615417569,2,38,7,14,11,49.74095192719613
170,6.212234738857219,3,20,11,10,6,49.697877910857756
1050,12.416270000201662,8,34,12,4,4,49.66508000080665
1722,14.182983495359295,13,30,15,5,2,49.64044223375753
255,6.178865942380914,3,30,1,12,4,49.43092753904731
1356,16.45531130274304,10,34,8,4,2,49.365933908229124
1077,10.942927595610296,8,38,5,6,3,49.243174180246335
913,12.283167536956187,7,36,11,5,3,49.13267014782475
746,9.807753361728393,6,34,8,7,3,49.03876680864197
1187,12.23780320213001,9,32,16,7,1,48.95121280852004
1357,16.27068553781601,10,34,9,4,2,48.812056613448036
910,12.185255307234733,7,36,8,5,3,48.74102122893893
1347,16.136266663627364,10,32,15,5,1,48.40879999088209
2143,13.79939604373048,16,32,16,4,3,48.29788615305668
169,6.034723199117907,3,20,10,10,6,48.27778559294325
8,4.799305529892199,2,20,9,13,7,47.99305529892199
1078,10.660906960494614,8,38,6,6,3,47.974081322225764
1912,19.180102835259547,14,38,10,3,2,47.95025708814887
1911,19.178149581654996,14,38,9,3,2,47.94537395413749
611,7.985159548535581,5,36,9,9,3,47.910957291213485
276,6.37262631164653,3,32,3,11,4,47.79469733734898
1,4.7657715385085115,2,20,2,13,7,47.65771538508511
182,6.291447689214398,3,22,4,10,5,47.18585766910799
2,4.706998243069992,2,20,3,13,7,47.06998243069992
75,4.0774674382381075,2,26,19,16,7,46.89087553973824
778,7.807632776526284,6,38,2,9,3,46.845796659157706
422,7.186576977283934,4,32,1,9,4,46.71275035234557
777,7.761857318939833,6,38,1,9,3,46.571143913639
339,7.740377526281689,4,22,13,8,4,46.44226515769013
1059,10.311512831871521,8,36,6,5,4,46.40180774342185
930,10.299327173853028,7,38,9,6,3,46.346972282338626
242,5.787897071622412,3,28,7,11,5,46.3031765729793
1517,11.56780448964933,11,38,5,6,2,46.27121795859732
503,8.311986124543559,5,24,11,7,4,45.715923684989576
340,7.611880197904999,4,22,14,8,4,45.67128118743
928,10.124064167051896,7,38,7,6,3,45.558288751733535
506,8.220026579830787,5,24,14,7,4,45.21014618906933
231,6.429764715568928,3,26,15,9,5,45.008353008982496
1216,9.986283604051224,9,36,10,6,3,44.938276218230506
719,8.985317040144714,6,30,19,6,4,44.92658520072357
504,8.165132037586057,5,24,12,7,4,44.90822620672331
248,5.589172692998549,3,28,13,11,5,44.71338154398839
171,5.582786222047249,3,20,12,10,6,44.66228977637799
149,3.568078142834466,2,36,10,14,11,44.600976785430824
596,6.860633353839737,5,34,9,9,4,44.59411679995829
1080,9.907804848038934,8,38,8,6,3,44.5851218161752
229,6.3620121689711855,3,26,13,9,5,44.5340851827983
2141,12.712719833916761,16,32,14,4,3,44.49451941870866
1061,9.877158087945073,8,36,8,5,4,44.44721139575283
238,5.554633571184833,3,28,3,11,5,44.43706856947866
2012,14.774458556874478,15,32,16,4,2,44.323375670623435
246,5.533738790119675,3,28,11,11,5,44.2699103209574
1212,9.791383921794527,9,36,6,6,3,44.06122764807537
507,7.994444320293851,5,24,15,7,4,43.969443761616176
230,6.240384103392104,3,26,14,9,5,43.68268872374473
1233,8.736038897231726,9,38,8,6,4,43.680194486158626
1515,10.913782009811301,11,38,3,6,2,43.655128039245206
256,5.450058932949419,3,30,2,12,4,43.600471463595355
1060,9.68789715288226,8,36,7,5,4,43.595537187970166
510,7.921853461677025,5,24,18,7,4,43.57019403922364
247,5.434224916276878,3,28,12,11,5,43.47379933021502
138,3.4726681035788256,2,34,12,14,11,43.40835129473532
739,8.669871652301172,6,34,1,7,3,43.349358261505856
720,7.217994302267548,6,32,1,9,3,43.307965813605286
1229,8.64576009076654,9,38,4,6,4,43.228800453832704
237,5.387984041965728,3,28,2,11,5,43.103872335725825
1074,9.568893218153175,8,38,2,6,3,43.06001948168929
758,8.607633482539004,6,36,1,7,3,43.03816741269502
257,5.379216191816238,3,30,3,12,4,43.033729534529904
1516,10.728943042328625,11,38,4,6,2,42.9157721693145
740,8.577912107588398,6,34,2,7,3,42.88956053794199
1073,9.500230035578609,8,38,1,6,3,42.75103516010374
1629,17.05639979567064,12,36,1,3,2,42.6409994891766
349,6.548199714185814,4,24,4,8,5,42.56329814220779
923,9.402337232676553,7,38,2,6,3,42.31051754704449
1631,16.911190591874874,12,36,3,3,2,42.27797647968718
895,7.664048737620768,7,34,12,7,4,42.152268056914224
1755,12.040026754492612,13,34,14,5,2,42.14009364072414
761,8.407651760738663,6,36,4,7,3,42.03825880369331
1578,10.505182857623462,12,28,17,6,2,42.020731430493846
227,6.002341535983802,3,26,11,9,5,42.01639075188661
922,9.333674050101983,7,38,1,6,3,42.00153322545893
737,6.965612921862959,6,32,18,9,3,41.79367753117776
1891,11.934980299642541,14,34,11,6,1,41.77243104874889
760,8.34879760284838,6,36,3,7,3,41.7439880142419
1083,9.271905362130273,8,38,11,6,3,41.723574129586225
846,10.421981203955594,7,30,1,6,2,41.68792481582238
1378,9.258820512416024,10,38,4,6,3,41.66469230587211
244,5.180142204424921,3,28,9,11,5,41.441137635399365
1063,9.204388855969762,8,36,10,5,4,41.41974985186393
1049,10.316579102763683,8,34,11,4,4,41.26631641105473
126,3.437599340770853,2,32,15,14,10,41.25119208925024
366,6.344896692428883,4,26,2,9,4,41.24182850078774
1375,9.138215937774516,10,38,1,6,3,41.121971719985325
891,7.471038644768352,7,34,8,7,4,41.09071254622594
1496,16.407984624215562,11,34,12,3,2,41.0199615605389
2011,13.597695200133192,15,32,15,4,2,40.79308560039958
903,10.18249276302961,7,36,1,5,3,40.72997105211844
741,8.131871735657233,6,34,3,7,3,40.65935867828617
1500,11.555020021540846,11,36,1,4,3,40.442570075392965
2281,11.544320446196583,17,34,10,5,2,40.40512156168804
586,7.317489686565507,5,32,18,9,2,40.24619327611029
1079,8.939011367455928,8,38,7,6,3,40.22555115355168
906,10.022759418544288,7,36,4,5,3,40.09103767417715
110,3.2046190025246286,2,30,16,14,11,40.057737531557855
274,5.338763306358629,3,32,1,11,4,40.04072479768972
93,3.1955587610501857,2,28,18,16,9,39.94448451312732
343,6.654361386406602,4,22,17,8,4,39.92616831843961
2041,19.961365521246083,15,38,6,2,2,39.92273104249217
1379,8.855850551461112,10,38,5,6,3,39.851327481575005
1217,8.838261455794768,9,36,11,6,3,39.772176551076456
904,9.940363602194486,7,36,2,5,3,39.761454408777944
744,7.932418876057056,6,34,6,7,3,39.66209438028528
1036,8.80745228154056,8,32,17,7,2,39.63353526693252
1188,13.209895488159965,9,34,1,3,3,39.629686464479896
1318,11.299808043119098,10,28,19,5,2,39.54932815091684
588,6.076633451366891,5,34,1,9,4,39.49811743388479
743,7.873564718166776,6,34,5,7,3,39.36782359083388
1213,8.720816838928112,9,36,7,6,3,39.243675775176506
2427,11.201135401385612,18,34,10,5,2,39.20397390484964
893,7.123809434707132,7,34,10,7,4,39.180951890889226
591,5.997701142219085,5,34,4,9,4,38.98505742442405
165,4.870145976097434,3,20,6,10,6,38.96116780877947
225,5.546062214961645,3,26,9,9,5,38.822435504731516
1481,15.517784376394347,11,32,14,4,1,38.79446094098587
1207,8.610252438783766,9,36,1,6,3,38.74613597452694
589,5.9550053857878105,5,34,2,9,4,38.70753500762077
1991,12.886571536873436,15,30,14,4,2,38.65971461062031
239,4.810708262067699,3,28,4,11,5,38.48566609654159
236,4.788222189757621,3,28,1,11,5,38.30577751806097
1211,8.507585857310355,9,36,5,6,3,38.2841363578966
240,4.754034066334512,3,28,5,11,5,38.032272530676096
1210,8.438922674735785,9,36,4,6,3,37.97515203631103
1230,7.568561701687882,9,38,5,6,4,37.84280850843941
2413,12.54903883771793,18,32,12,4,2,37.64711651315379
2451,18.819889587400915,18,38,6,2,2,37.63977917480183
1062,8.362830915887292,8,36,9,5,4,37.63273912149281
464,4.994644983199663,4,38,4,10,5,37.45983737399747
1214,8.317846877973198,9,36,8,6,3,37.43031095087939
1226,7.477475888537382,9,38,1,6,4,37.387379442686914
770,7.4429107186187355,6,36,13,7,3,37.214553593093676
1234,7.389503864924757,9,38,9,6,4,36.947519324623784
1595,12.307307467145757,12,30,15,4,2,36.92192240143727
404,5.229529262981785,4,30,2,10,4,36.606704840872496
150,2.9277000763215577,2,36,11,14,11,36.596250954019474
1903,14.608560318423738,14,38,1,3,2,36.521400796059346
3464,14.569722788021567,28,38,2,2,3,36.42430697005392
3521,14.562875059438735,29,38,2,2,3,36.40718764859684
1377,8.079465537599601,10,38,3,6,3,36.357594919198206
1054,8.042227256973653,8,36,1,5,4,36.190022656381444
94,2.8951607875388468,2,28,19,16,9,36.18950984423559
288,4.82472839337497,3,32,15,11,4,36.18546295031228
285,4.824576333286526,3,32,12,11,4,36.18432249964894
287,4.822232155468123,3,32,14,11,4,36.16674116601092
1725,10.326474919994634,13,30,18,5,2,36.14266221998122
2259,11.983007962997219,17,32,5,3,3,35.949023888991654
1906,14.36239265231717,14,38,4,3,2,35.90598163079293
